seed: 1024
device: cuda:0
data_path: ./data/
dataset: Beauty
num_workers: 4
id_type: tiger
in_dims: [4096, 2048, 1024, 512, 256, 128, 64, 32]
codebook_dim: 32
codebook_sizes: [256, 256, 256, 256]
rqvae_dropout: 0
sinkhorn_open: True
sinkhorn_epsilons: [0.0, 0.0, 0.0, 0.003]
sinkhorn_iter: 50
kmeans_init_iter: 10
kmeans_cluster: 10
mu: 0.25
alpha: 0.02
beta: 0.0001
rqvae_epochs: 20000
rqvae_batch_size: 1024
rqvae_lr: 0.001
rqvae_wd: 0.0001
rqvae_optimizer: adamw
rqvae_eval_step: 2000
rqvae_eval_metric: unique_key_ratio
t54rec_config_dir_path: ./extra_config/tiger
rqvae_select_position: last
t54rec_epochs: 200
t54rec_train_batch_size: 256
t54rec_valid_batch_size: 64
t54rec_test_batch_size: 64
max_len: 20
t54rec_lr: 0.0005
t54rec_wd: 0.01
t54rec_optimizer: adamw
scheduler_type: cosine
warmup_ratio: 0.01
t54rec_eval_step: 1
t54rec_early_stop_step: 20
t54rec_eval_metric: loss
beam_size: 20
metrics: ['Recall', 'NDCG']
Step [360/514] - Avg Loss: 1.5870, Current lr: 0.0004447838
Step [370/514] - Avg Loss: 1.5877, Current lr: 0.0004447354
Step [380/514] - Avg Loss: 1.5882, Current lr: 0.0004446870
Step [390/514] - Avg Loss: 1.5889, Current lr: 0.0004446386
Step [400/514] - Avg Loss: 1.5891, Current lr: 0.0004445902
Step [410/514] - Avg Loss: 1.5892, Current lr: 0.0004445417
Step [420/514] - Avg Loss: 1.5894, Current lr: 0.0004444932
Step [430/514] - Avg Loss: 1.5897, Current lr: 0.0004444447
Step [440/514] - Avg Loss: 1.5899, Current lr: 0.0004443962
Step [450/514] - Avg Loss: 1.5901, Current lr: 0.0004443477
Step [460/514] - Avg Loss: 1.5904, Current lr: 0.0004442991
Step [470/514] - Avg Loss: 1.5906, Current lr: 0.0004442505
Step [480/514] - Avg Loss: 1.5908, Current lr: 0.0004442020
Step [490/514] - Avg Loss: 1.5911, Current lr: 0.0004441533
Step [500/514] - Avg Loss: 1.5911, Current lr: 0.0004441047
Step [510/514] - Avg Loss: 1.5912, Current lr: 0.0004440561
Epoch [45] - Avg Loss: 1.5910
Epoch [45] - Start Eval
Eval - Avg Loss: 1.7547
Patience: 1/20
Epoch [46] - Start Training
Step [10/514] - Avg Loss: 1.5318, Current lr: 0.0004439879
Step [20/514] - Avg Loss: 1.5435, Current lr: 0.0004439393
Step [30/514] - Avg Loss: 1.5505, Current lr: 0.0004438905
Step [40/514] - Avg Loss: 1.5554, Current lr: 0.0004438418
Step [50/514] - Avg Loss: 1.5555, Current lr: 0.0004437931
Step [60/514] - Avg Loss: 1.5615, Current lr: 0.0004437443
Step [70/514] - Avg Loss: 1.5655, Current lr: 0.0004436955
Step [80/514] - Avg Loss: 1.5656, Current lr: 0.0004436467
Step [90/514] - Avg Loss: 1.5677, Current lr: 0.0004435979
Step [100/514] - Avg Loss: 1.5699, Current lr: 0.0004435491
Step [110/514] - Avg Loss: 1.5711, Current lr: 0.0004435002
Step [120/514] - Avg Loss: 1.5723, Current lr: 0.0004434514
Step [130/514] - Avg Loss: 1.5727, Current lr: 0.0004434025
Step [140/514] - Avg Loss: 1.5733, Current lr: 0.0004433535
Step [150/514] - Avg Loss: 1.5736, Current lr: 0.0004433046
Step [160/514] - Avg Loss: 1.5733, Current lr: 0.0004432557
Step [170/514] - Avg Loss: 1.5730, Current lr: 0.0004432067
Step [180/514] - Avg Loss: 1.5731, Current lr: 0.0004431577
Step [190/514] - Avg Loss: 1.5733, Current lr: 0.0004431087
Step [200/514] - Avg Loss: 1.5746, Current lr: 0.0004430597
Step [210/514] - Avg Loss: 1.5758, Current lr: 0.0004430107
Step [220/514] - Avg Loss: 1.5754, Current lr: 0.0004429616
Step [230/514] - Avg Loss: 1.5765, Current lr: 0.0004429125
Step [240/514] - Avg Loss: 1.5772, Current lr: 0.0004428634
Step [250/514] - Avg Loss: 1.5773, Current lr: 0.0004428143
Step [260/514] - Avg Loss: 1.5775, Current lr: 0.0004427652
Step [270/514] - Avg Loss: 1.5780, Current lr: 0.0004427160
Step [280/514] - Avg Loss: 1.5789, Current lr: 0.0004426669
Step [290/514] - Avg Loss: 1.5791, Current lr: 0.0004426177
Step [300/514] - Avg Loss: 1.5799, Current lr: 0.0004425685
Step [310/514] - Avg Loss: 1.5795, Current lr: 0.0004425193
Step [320/514] - Avg Loss: 1.5806, Current lr: 0.0004424700
Step [330/514] - Avg Loss: 1.5809, Current lr: 0.0004424208
Step [340/514] - Avg Loss: 1.5806, Current lr: 0.0004423715
Step [350/514] - Avg Loss: 1.5810, Current lr: 0.0004423222
Step [360/514] - Avg Loss: 1.5812, Current lr: 0.0004422729
Step [370/514] - Avg Loss: 1.5816, Current lr: 0.0004422235
Step [380/514] - Avg Loss: 1.5819, Current lr: 0.0004421742
Step [390/514] - Avg Loss: 1.5819, Current lr: 0.0004421248
Step [400/514] - Avg Loss: 1.5819, Current lr: 0.0004420754
Step [410/514] - Avg Loss: 1.5823, Current lr: 0.0004420260
Step [420/514] - Avg Loss: 1.5827, Current lr: 0.0004419766
Step [430/514] - Avg Loss: 1.5831, Current lr: 0.0004419272
Step [440/514] - Avg Loss: 1.5836, Current lr: 0.0004418777
Step [450/514] - Avg Loss: 1.5842, Current lr: 0.0004418282
Step [460/514] - Avg Loss: 1.5836, Current lr: 0.0004417787
Step [470/514] - Avg Loss: 1.5843, Current lr: 0.0004417292
Step [480/514] - Avg Loss: 1.5846, Current lr: 0.0004416797
Step [490/514] - Avg Loss: 1.5849, Current lr: 0.0004416301
Step [500/514] - Avg Loss: 1.5851, Current lr: 0.0004415805
Step [510/514] - Avg Loss: 1.5853, Current lr: 0.0004415310
Epoch [46] - Avg Loss: 1.5853
Epoch [46] - Start Eval
Eval - Avg Loss: 1.7587
Patience: 2/20
Epoch [47] - Start Training
Step [10/514] - Avg Loss: 1.5479, Current lr: 0.0004414615
Step [20/514] - Avg Loss: 1.5539, Current lr: 0.0004414119
Step [30/514] - Avg Loss: 1.5499, Current lr: 0.0004413622
Step [40/514] - Avg Loss: 1.5516, Current lr: 0.0004413125
Step [50/514] - Avg Loss: 1.5549, Current lr: 0.0004412629
Step [60/514] - Avg Loss: 1.5598, Current lr: 0.0004412131
Step [70/514] - Avg Loss: 1.5615, Current lr: 0.0004411634
Step [80/514] - Avg Loss: 1.5603, Current lr: 0.0004411137
Step [90/514] - Avg Loss: 1.5607, Current lr: 0.0004410639
Step [100/514] - Avg Loss: 1.5614, Current lr: 0.0004410141
Step [110/514] - Avg Loss: 1.5601, Current lr: 0.0004409643
Step [120/514] - Avg Loss: 1.5619, Current lr: 0.0004409145
Step [130/514] - Avg Loss: 1.5618, Current lr: 0.0004408647
Step [140/514] - Avg Loss: 1.5615, Current lr: 0.0004408148
Step [150/514] - Avg Loss: 1.5618, Current lr: 0.0004407650
Step [160/514] - Avg Loss: 1.5624, Current lr: 0.0004407151
Step [170/514] - Avg Loss: 1.5632, Current lr: 0.0004406652
Step [180/514] - Avg Loss: 1.5637, Current lr: 0.0004406153
Step [190/514] - Avg Loss: 1.5641, Current lr: 0.0004405653
Step [200/514] - Avg Loss: 1.5643, Current lr: 0.0004405154
Step [210/514] - Avg Loss: 1.5644, Current lr: 0.0004404654
Step [220/514] - Avg Loss: 1.5655, Current lr: 0.0004404154
Step [230/514] - Avg Loss: 1.5657, Current lr: 0.0004403654
Step [240/514] - Avg Loss: 1.5663, Current lr: 0.0004403153
Step [250/514] - Avg Loss: 1.5677, Current lr: 0.0004402653
Step [260/514] - Avg Loss: 1.5685, Current lr: 0.0004402152
Step [270/514] - Avg Loss: 1.5688, Current lr: 0.0004401651
Step [280/514] - Avg Loss: 1.5689, Current lr: 0.0004401150
Step [290/514] - Avg Loss: 1.5696, Current lr: 0.0004400649
Step [300/514] - Avg Loss: 1.5699, Current lr: 0.0004400148
Step [310/514] - Avg Loss: 1.5704, Current lr: 0.0004399646
Step [320/514] - Avg Loss: 1.5708, Current lr: 0.0004399144
Step [330/514] - Avg Loss: 1.5715, Current lr: 0.0004398642
Step [340/514] - Avg Loss: 1.5720, Current lr: 0.0004398140
Step [350/514] - Avg Loss: 1.5723, Current lr: 0.0004397638
Step [360/514] - Avg Loss: 1.5722, Current lr: 0.0004397135
Step [370/514] - Avg Loss: 1.5724, Current lr: 0.0004396633
Step [380/514] - Avg Loss: 1.5731, Current lr: 0.0004396130
Step [390/514] - Avg Loss: 1.5733, Current lr: 0.0004395627
Step [400/514] - Avg Loss: 1.5735, Current lr: 0.0004395123
Step [410/514] - Avg Loss: 1.5740, Current lr: 0.0004394620
Step [420/514] - Avg Loss: 1.5740, Current lr: 0.0004394116
Step [430/514] - Avg Loss: 1.5745, Current lr: 0.0004393613
Step [440/514] - Avg Loss: 1.5745, Current lr: 0.0004393109
Step [450/514] - Avg Loss: 1.5747, Current lr: 0.0004392605
Step [460/514] - Avg Loss: 1.5752, Current lr: 0.0004392100
Step [470/514] - Avg Loss: 1.5758, Current lr: 0.0004391596
Step [480/514] - Avg Loss: 1.5758, Current lr: 0.0004391091
Step [490/514] - Avg Loss: 1.5762, Current lr: 0.0004390586
Step [500/514] - Avg Loss: 1.5764, Current lr: 0.0004390081
Step [510/514] - Avg Loss: 1.5764, Current lr: 0.0004389576
Epoch [47] - Avg Loss: 1.5765
Epoch [47] - Start Eval
Eval - Avg Loss: 1.7551
Patience: 3/20
Epoch [48] - Start Training
Step [10/514] - Avg Loss: 1.5544, Current lr: 0.0004388868
Step [20/514] - Avg Loss: 1.5533, Current lr: 0.0004388363
Step [30/514] - Avg Loss: 1.5580, Current lr: 0.0004387857
Step [40/514] - Avg Loss: 1.5506, Current lr: 0.0004387351
Step [50/514] - Avg Loss: 1.5493, Current lr: 0.0004386845
Step [60/514] - Avg Loss: 1.5450, Current lr: 0.0004386338
Step [70/514] - Avg Loss: 1.5480, Current lr: 0.0004385832
Step [80/514] - Avg Loss: 1.5513, Current lr: 0.0004385325
Step [90/514] - Avg Loss: 1.5540, Current lr: 0.0004384818
Step [100/514] - Avg Loss: 1.5541, Current lr: 0.0004384311
Step [110/514] - Avg Loss: 1.5550, Current lr: 0.0004383804
Step [120/514] - Avg Loss: 1.5551, Current lr: 0.0004383297
Step [130/514] - Avg Loss: 1.5554, Current lr: 0.0004382789
Step [140/514] - Avg Loss: 1.5568, Current lr: 0.0004382281
Step [150/514] - Avg Loss: 1.5567, Current lr: 0.0004381773
Step [160/514] - Avg Loss: 1.5587, Current lr: 0.0004381265
Step [170/514] - Avg Loss: 1.5596, Current lr: 0.0004380757
Step [180/514] - Avg Loss: 1.5602, Current lr: 0.0004380248
Step [190/514] - Avg Loss: 1.5626, Current lr: 0.0004379739
Step [200/514] - Avg Loss: 1.5627, Current lr: 0.0004379231
Step [210/514] - Avg Loss: 1.5633, Current lr: 0.0004378722
Step [220/514] - Avg Loss: 1.5628, Current lr: 0.0004378212
Step [230/514] - Avg Loss: 1.5639, Current lr: 0.0004377703
Step [240/514] - Avg Loss: 1.5644, Current lr: 0.0004377193
Step [250/514] - Avg Loss: 1.5650, Current lr: 0.0004376684
Step [260/514] - Avg Loss: 1.5655, Current lr: 0.0004376174
Step [270/514] - Avg Loss: 1.5658, Current lr: 0.0004375663
Step [280/514] - Avg Loss: 1.5660, Current lr: 0.0004375153
Step [290/514] - Avg Loss: 1.5652, Current lr: 0.0004374643
Step [300/514] - Avg Loss: 1.5650, Current lr: 0.0004374132
Step [310/514] - Avg Loss: 1.5655, Current lr: 0.0004373621
Step [320/514] - Avg Loss: 1.5659, Current lr: 0.0004373110
Step [330/514] - Avg Loss: 1.5666, Current lr: 0.0004372599
Step [340/514] - Avg Loss: 1.5662, Current lr: 0.0004372088
Step [350/514] - Avg Loss: 1.5665, Current lr: 0.0004371576
Step [360/514] - Avg Loss: 1.5668, Current lr: 0.0004371064
Step [370/514] - Avg Loss: 1.5663, Current lr: 0.0004370552
Step [380/514] - Avg Loss: 1.5660, Current lr: 0.0004370040
Step [390/514] - Avg Loss: 1.5662, Current lr: 0.0004369528
Step [400/514] - Avg Loss: 1.5664, Current lr: 0.0004369016
Step [410/514] - Avg Loss: 1.5661, Current lr: 0.0004368503
Step [420/514] - Avg Loss: 1.5669, Current lr: 0.0004367990
Step [430/514] - Avg Loss: 1.5672, Current lr: 0.0004367477
Step [440/514] - Avg Loss: 1.5680, Current lr: 0.0004366964
Step [450/514] - Avg Loss: 1.5681, Current lr: 0.0004366451
Step [460/514] - Avg Loss: 1.5687, Current lr: 0.0004365937
Step [470/514] - Avg Loss: 1.5690, Current lr: 0.0004365423
Step [480/514] - Avg Loss: 1.5696, Current lr: 0.0004364910
Step [490/514] - Avg Loss: 1.5697, Current lr: 0.0004364396
Step [500/514] - Avg Loss: 1.5700, Current lr: 0.0004363881
Step [510/514] - Avg Loss: 1.5704, Current lr: 0.0004363367
Epoch [48] - Avg Loss: 1.5708
Epoch [48] - Start Eval
Eval - Avg Loss: 1.7550
Patience: 4/20
Epoch [49] - Start Training
Step [10/514] - Avg Loss: 1.5360, Current lr: 0.0004362646
Step [20/514] - Avg Loss: 1.5401, Current lr: 0.0004362132
Step [30/514] - Avg Loss: 1.5359, Current lr: 0.0004361617
Step [40/514] - Avg Loss: 1.5369, Current lr: 0.0004361101
Step [50/514] - Avg Loss: 1.5458, Current lr: 0.0004360586
Step [60/514] - Avg Loss: 1.5444, Current lr: 0.0004360071
Step [70/514] - Avg Loss: 1.5450, Current lr: 0.0004359555
Step [80/514] - Avg Loss: 1.5451, Current lr: 0.0004359039
Step [90/514] - Avg Loss: 1.5471, Current lr: 0.0004358523
Step [100/514] - Avg Loss: 1.5471, Current lr: 0.0004358007
Step [110/514] - Avg Loss: 1.5473, Current lr: 0.0004357490
Step [120/514] - Avg Loss: 1.5492, Current lr: 0.0004356974
Step [130/514] - Avg Loss: 1.5490, Current lr: 0.0004356457
Step [140/514] - Avg Loss: 1.5501, Current lr: 0.0004355940
Step [150/514] - Avg Loss: 1.5498, Current lr: 0.0004355423
Step [160/514] - Avg Loss: 1.5494, Current lr: 0.0004354905
Step [170/514] - Avg Loss: 1.5502, Current lr: 0.0004354388
Step [180/514] - Avg Loss: 1.5516, Current lr: 0.0004353870
Step [190/514] - Avg Loss: 1.5518, Current lr: 0.0004353352
Step [200/514] - Avg Loss: 1.5530, Current lr: 0.0004352834
Step [210/514] - Avg Loss: 1.5538, Current lr: 0.0004352316
Step [220/514] - Avg Loss: 1.5550, Current lr: 0.0004351798
Step [230/514] - Avg Loss: 1.5559, Current lr: 0.0004351279
Step [240/514] - Avg Loss: 1.5557, Current lr: 0.0004350761
Step [250/514] - Avg Loss: 1.5553, Current lr: 0.0004350242
Step [260/514] - Avg Loss: 1.5554, Current lr: 0.0004349723
Step [270/514] - Avg Loss: 1.5559, Current lr: 0.0004349203
Step [280/514] - Avg Loss: 1.5568, Current lr: 0.0004348684
Step [290/514] - Avg Loss: 1.5570, Current lr: 0.0004348164
Step [300/514] - Avg Loss: 1.5570, Current lr: 0.0004347645
Step [310/514] - Avg Loss: 1.5576, Current lr: 0.0004347125
Step [320/514] - Avg Loss: 1.5579, Current lr: 0.0004346605
Step [330/514] - Avg Loss: 1.5584, Current lr: 0.0004346084
Step [340/514] - Avg Loss: 1.5595, Current lr: 0.0004345564
Step [350/514] - Avg Loss: 1.5591, Current lr: 0.0004345043
Step [360/514] - Avg Loss: 1.5595, Current lr: 0.0004344522
Step [370/514] - Avg Loss: 1.5599, Current lr: 0.0004344001
Step [380/514] - Avg Loss: 1.5602, Current lr: 0.0004343480
Step [390/514] - Avg Loss: 1.5605, Current lr: 0.0004342959
Step [400/514] - Avg Loss: 1.5609, Current lr: 0.0004342437
Step [410/514] - Avg Loss: 1.5610, Current lr: 0.0004341915
Step [420/514] - Avg Loss: 1.5615, Current lr: 0.0004341394
Step [430/514] - Avg Loss: 1.5618, Current lr: 0.0004340872
Step [440/514] - Avg Loss: 1.5614, Current lr: 0.0004340349
Step [450/514] - Avg Loss: 1.5623, Current lr: 0.0004339827
Step [460/514] - Avg Loss: 1.5626, Current lr: 0.0004339304
Step [470/514] - Avg Loss: 1.5626, Current lr: 0.0004338782
Step [480/514] - Avg Loss: 1.5628, Current lr: 0.0004338259
Step [490/514] - Avg Loss: 1.5630, Current lr: 0.0004337735
Step [500/514] - Avg Loss: 1.5633, Current lr: 0.0004337212
Step [510/514] - Avg Loss: 1.5638, Current lr: 0.0004336689
Epoch [49] - Avg Loss: 1.5637
Epoch [49] - Start Eval
Eval - Avg Loss: 1.7555
Patience: 5/20
Epoch [50] - Start Training
Step [10/514] - Avg Loss: 1.5334, Current lr: 0.0004335956
Step [20/514] - Avg Loss: 1.5368, Current lr: 0.0004335432
Step [30/514] - Avg Loss: 1.5367, Current lr: 0.0004334908
Step [40/514] - Avg Loss: 1.5338, Current lr: 0.0004334383
Step [50/514] - Avg Loss: 1.5348, Current lr: 0.0004333859
Step [60/514] - Avg Loss: 1.5333, Current lr: 0.0004333334
Step [70/514] - Avg Loss: 1.5322, Current lr: 0.0004332810
Step [80/514] - Avg Loss: 1.5330, Current lr: 0.0004332285
Step [90/514] - Avg Loss: 1.5356, Current lr: 0.0004331760
Step [100/514] - Avg Loss: 1.5374, Current lr: 0.0004331234
Step [110/514] - Avg Loss: 1.5382, Current lr: 0.0004330709
Step [120/514] - Avg Loss: 1.5401, Current lr: 0.0004330183
Step [130/514] - Avg Loss: 1.5409, Current lr: 0.0004329657
Step [140/514] - Avg Loss: 1.5423, Current lr: 0.0004329131
Step [150/514] - Avg Loss: 1.5420, Current lr: 0.0004328605
Step [160/514] - Avg Loss: 1.5422, Current lr: 0.0004328079
Step [170/514] - Avg Loss: 1.5427, Current lr: 0.0004327552
Step [180/514] - Avg Loss: 1.5431, Current lr: 0.0004327026
Step [190/514] - Avg Loss: 1.5440, Current lr: 0.0004326499
Step [200/514] - Avg Loss: 1.5443, Current lr: 0.0004325972
Step [210/514] - Avg Loss: 1.5455, Current lr: 0.0004325445
Step [220/514] - Avg Loss: 1.5465, Current lr: 0.0004324917
Step [230/514] - Avg Loss: 1.5473, Current lr: 0.0004324390
Step [240/514] - Avg Loss: 1.5481, Current lr: 0.0004323862
Step [250/514] - Avg Loss: 1.5494, Current lr: 0.0004323334
Step [260/514] - Avg Loss: 1.5505, Current lr: 0.0004322806
Step [270/514] - Avg Loss: 1.5515, Current lr: 0.0004322278
Step [280/514] - Avg Loss: 1.5515, Current lr: 0.0004321749
Step [290/514] - Avg Loss: 1.5511, Current lr: 0.0004321221
Step [300/514] - Avg Loss: 1.5512, Current lr: 0.0004320692
Step [310/514] - Avg Loss: 1.5519, Current lr: 0.0004320163
Step [320/514] - Avg Loss: 1.5521, Current lr: 0.0004319634
Step [330/514] - Avg Loss: 1.5520, Current lr: 0.0004319105
Step [340/514] - Avg Loss: 1.5525, Current lr: 0.0004318575
Step [350/514] - Avg Loss: 1.5529, Current lr: 0.0004318046
Step [360/514] - Avg Loss: 1.5532, Current lr: 0.0004317516
Step [370/514] - Avg Loss: 1.5537, Current lr: 0.0004316986
Step [380/514] - Avg Loss: 1.5542, Current lr: 0.0004316456
Step [390/514] - Avg Loss: 1.5541, Current lr: 0.0004315925
Step [400/514] - Avg Loss: 1.5539, Current lr: 0.0004315395
Step [410/514] - Avg Loss: 1.5541, Current lr: 0.0004314864
Step [420/514] - Avg Loss: 1.5546, Current lr: 0.0004314333
Step [430/514] - Avg Loss: 1.5551, Current lr: 0.0004313802
Step [440/514] - Avg Loss: 1.5556, Current lr: 0.0004313271
Step [450/514] - Avg Loss: 1.5562, Current lr: 0.0004312740
Step [460/514] - Avg Loss: 1.5566, Current lr: 0.0004312208
Step [470/514] - Avg Loss: 1.5564, Current lr: 0.0004311677
Step [480/514] - Avg Loss: 1.5563, Current lr: 0.0004311145
Step [490/514] - Avg Loss: 1.5561, Current lr: 0.0004310613
Step [500/514] - Avg Loss: 1.5570, Current lr: 0.0004310080
Step [510/514] - Avg Loss: 1.5574, Current lr: 0.0004309548
Epoch [50] - Avg Loss: 1.5575
Epoch [50] - Start Eval
Eval - Avg Loss: 1.7524
Patience: 6/20
Epoch [51] - Start Training
Step [10/514] - Avg Loss: 1.5188, Current lr: 0.0004308802
Step [20/514] - Avg Loss: 1.5158, Current lr: 0.0004308270
Step [30/514] - Avg Loss: 1.5236, Current lr: 0.0004307737
Step [40/514] - Avg Loss: 1.5240, Current lr: 0.0004307204
Step [50/514] - Avg Loss: 1.5249, Current lr: 0.0004306670
Step [60/514] - Avg Loss: 1.5242, Current lr: 0.0004306137
Step [70/514] - Avg Loss: 1.5277, Current lr: 0.0004305603
Step [80/514] - Avg Loss: 1.5297, Current lr: 0.0004305069
Step [90/514] - Avg Loss: 1.5328, Current lr: 0.0004304535
Step [100/514] - Avg Loss: 1.5360, Current lr: 0.0004304001
Step [110/514] - Avg Loss: 1.5383, Current lr: 0.0004303467
Step [120/514] - Avg Loss: 1.5379, Current lr: 0.0004302932
Step [130/514] - Avg Loss: 1.5371, Current lr: 0.0004302397
Step [140/514] - Avg Loss: 1.5376, Current lr: 0.0004301863
Step [150/514] - Avg Loss: 1.5378, Current lr: 0.0004301327
Step [160/514] - Avg Loss: 1.5379, Current lr: 0.0004300792
Step [170/514] - Avg Loss: 1.5385, Current lr: 0.0004300257
Step [180/514] - Avg Loss: 1.5395, Current lr: 0.0004299721
Step [190/514] - Avg Loss: 1.5403, Current lr: 0.0004299186
Step [200/514] - Avg Loss: 1.5407, Current lr: 0.0004298650
Step [210/514] - Avg Loss: 1.5410, Current lr: 0.0004298114
Step [220/514] - Avg Loss: 1.5417, Current lr: 0.0004297577
Step [230/514] - Avg Loss: 1.5410, Current lr: 0.0004297041
Step [240/514] - Avg Loss: 1.5410, Current lr: 0.0004296504
Step [250/514] - Avg Loss: 1.5420, Current lr: 0.0004295968
Step [260/514] - Avg Loss: 1.5423, Current lr: 0.0004295431
Step [270/514] - Avg Loss: 1.5438, Current lr: 0.0004294894
Step [280/514] - Avg Loss: 1.5442, Current lr: 0.0004294356
Step [290/514] - Avg Loss: 1.5451, Current lr: 0.0004293819
Step [300/514] - Avg Loss: 1.5458, Current lr: 0.0004293281
Step [310/514] - Avg Loss: 1.5462, Current lr: 0.0004292743
Step [320/514] - Avg Loss: 1.5462, Current lr: 0.0004292205
Step [330/514] - Avg Loss: 1.5475, Current lr: 0.0004291667
Step [340/514] - Avg Loss: 1.5480, Current lr: 0.0004291129
Step [350/514] - Avg Loss: 1.5480, Current lr: 0.0004290591
Step [360/514] - Avg Loss: 1.5480, Current lr: 0.0004290052
Step [370/514] - Avg Loss: 1.5477, Current lr: 0.0004289513
Step [380/514] - Avg Loss: 1.5480, Current lr: 0.0004288974
Step [390/514] - Avg Loss: 1.5484, Current lr: 0.0004288435
Step [400/514] - Avg Loss: 1.5487, Current lr: 0.0004287896
Step [410/514] - Avg Loss: 1.5495, Current lr: 0.0004287356
Step [420/514] - Avg Loss: 1.5495, Current lr: 0.0004286817
Step [430/514] - Avg Loss: 1.5498, Current lr: 0.0004286277
Step [440/514] - Avg Loss: 1.5496, Current lr: 0.0004285737
Step [450/514] - Avg Loss: 1.5503, Current lr: 0.0004285197
Step [460/514] - Avg Loss: 1.5504, Current lr: 0.0004284656
Step [470/514] - Avg Loss: 1.5506, Current lr: 0.0004284116
Step [480/514] - Avg Loss: 1.5508, Current lr: 0.0004283575
Step [490/514] - Avg Loss: 1.5511, Current lr: 0.0004283034
Step [500/514] - Avg Loss: 1.5507, Current lr: 0.0004282493
Step [510/514] - Avg Loss: 1.5509, Current lr: 0.0004281952
Epoch [51] - Avg Loss: 1.5508
Epoch [51] - Start Eval
Eval - Avg Loss: 1.7509
Patience: 7/20
Epoch [52] - Start Training
Step [10/514] - Avg Loss: 1.5219, Current lr: 0.0004281194
Step [20/514] - Avg Loss: 1.5235, Current lr: 0.0004280652
Step [30/514] - Avg Loss: 1.5277, Current lr: 0.0004280111
Step [40/514] - Avg Loss: 1.5258, Current lr: 0.0004279569
Step [50/514] - Avg Loss: 1.5275, Current lr: 0.0004279027
Step [60/514] - Avg Loss: 1.5286, Current lr: 0.0004278484
Step [70/514] - Avg Loss: 1.5287, Current lr: 0.0004277942
Step [80/514] - Avg Loss: 1.5272, Current lr: 0.0004277399
Step [90/514] - Avg Loss: 1.5298, Current lr: 0.0004276856
Step [100/514] - Avg Loss: 1.5281, Current lr: 0.0004276314
Step [110/514] - Avg Loss: 1.5272, Current lr: 0.0004275770
Step [120/514] - Avg Loss: 1.5285, Current lr: 0.0004275227
Step [130/514] - Avg Loss: 1.5291, Current lr: 0.0004274684
Step [140/514] - Avg Loss: 1.5297, Current lr: 0.0004274140
Step [150/514] - Avg Loss: 1.5297, Current lr: 0.0004273596
Step [160/514] - Avg Loss: 1.5297, Current lr: 0.0004273052
Step [170/514] - Avg Loss: 1.5291, Current lr: 0.0004272508
Step [180/514] - Avg Loss: 1.5288, Current lr: 0.0004271964
Step [190/514] - Avg Loss: 1.5294, Current lr: 0.0004271419
Step [200/514] - Avg Loss: 1.5306, Current lr: 0.0004270875
Step [210/514] - Avg Loss: 1.5315, Current lr: 0.0004270330
Step [220/514] - Avg Loss: 1.5322, Current lr: 0.0004269785
Step [230/514] - Avg Loss: 1.5323, Current lr: 0.0004269240
